Journal name,JCR Abbreviation,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category,2023 JIF
International Journal of Minerals Metallurgy and Materials,INT J MIN MET MATER,7.2,5.5,Q1,6.1,2.9,172,8607,METALLURGY & METALLURGICAL ENGINEERING|MINING & MINERAL PROCESSING,5.6
International Journal of Minerals Metallurgy and Materials,INT J MIN MET MATER,7.2,5.5,Q2,6.1,2.9,172,8607,"MATERIALS SCIENCE, MULTIDISCIPLINARY",5.6
Cell Chemical Biology,CELL CHEM BIOL,7.2,8.7,Q1,7,2.7,103,9105,BIOCHEMISTRY & MOLECULAR BIOLOGY,6.6
JOURNAL OF RARE EARTHS,J RARE EARTH,7.2,5.7,Q1,6.3,4.1,234,11536,"CHEMISTRY, APPLIED",5.2
Photonics Research,PHOTONICS RES,7.2,7.2,Q1,6.9,1.3,309,12668,OPTICS,6.6
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,OMEGA-INT J MANAGE S,7.2,7.1,Q1,6.1,1.2,175,13678,MANAGEMENT|OPERATIONS RESEARCH & MANAGEMENT SCIENCE,6.7
JNCI-Journal of the National Cancer Institute,JNCI-J NATL CANCER I,7.2,9.3,Q1,7,1.5,193,33241,ONCOLOGY,9.9
AMERICAN PSYCHOLOGIST,AM PSYCHOL,7.2,12.8,Q1,7,2.2,104,37479,"PSYCHOLOGY, MULTIDISCIPLINARY",12.3
PLOS BIOLOGY,PLOS BIOL,7.2,7.7,Q1,7,1.4,366,39336,BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOLOGY,7.8
Advanced Optical Materials,ADV OPT MATER,7.2,8.2,Q1,6.8,1.6,1121,45982,"MATERIALS SCIENCE, MULTIDISCIPLINARY|OPTICS",8
STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,7.2,11.5,Q1,6.6,1.3,96,46042,BUSINESS|MANAGEMENT,6.5
IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,7.2,7.9,Q1,6.4,3.2,597,50025,"ENGINEERING, ELECTRICAL & ELECTRONIC",6.5
Journal of Environmental Chemical Engineering,J ENVIRON CHEM ENG,7.2,7.6,Q1,6.6,1.7,3284,86168,"ENGINEERING, CHEMICAL|ENGINEERING, ENVIRONMENTAL",7.4
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,7.2,7.8,Q1,6.2,2.2,1717,98244,"AUTOMATION & CONTROL SYSTEMS|ENGINEERING, ELECTRICAL & ELECTRONIC|INSTRUMENTS & INSTRUMENTATION",7.5
Chip,CHIP-PRC,7.1,7.1,Q1,6.8,1.5,26,447,"ENGINEERING, ELECTRICAL & ELECTRONIC|OPTICS|PHYSICS, APPLIED",NA
International Journal of Geo-Engineering,INT J GEO-ENG,7.1,4.1,Q2,6.6,2.2,27,815,"ENGINEERING, GEOLOGICAL",2.6
Organizational Psychology Review,ORGAN PSYCHOL REV,7.1,8.1,Q1,6.7,1,22,1385,"MANAGEMENT|PSYCHOLOGY, APPLIED",3.9
Campbell Systematic Reviews,CAMPBELL SYST REV,7.1,5.8,Q1,6.8,0.5,38,2475,"SOCIAL SCIENCES, INTERDISCIPLINARY",4
Borsa Istanbul Review,BORSA ISTANB REV,7.1,6.3,Q1,6.7,1.8,117,2947,"BUSINESS, FINANCE|ECONOMICS",6.3
Chemical Engineering Journal Advances,CHEM ENG J ADV,7.1,6.9,Q1,7.1,1.1,103,3938,"ENGINEERING, CHEMICAL",5.5
Chemical Engineering Journal Advances,CHEM ENG J ADV,7.1,6.9,Q2,7.1,1.1,103,3938,"ENGINEERING, ENVIRONMENTAL",5.5
Journal of Genetics and Genomics,J GENET GENOMICS,7.1,6.4,Q1,6.7,2.6,97,4491,BIOCHEMISTRY & MOLECULAR BIOLOGY|GENETICS & HEREDITY,6.6
SURVEYS IN GEOPHYSICS,SURV GEOPHYS,7.1,7.6,Q1,6.8,1.2,3,5052,GEOCHEMISTRY & GEOPHYSICS,4.9
IEEE ROBOTICS & AUTOMATION MAGAZINE,IEEE ROBOT AUTOM MAG,7.1,7.3,Q1,7,1.3,47,5073,AUTOMATION & CONTROL SYSTEMS|ROBOTICS,5.4
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,J ROY SOC MED,7.1,12,Q1,6.7,1.6,37,5354,"MEDICINE, GENERAL & INTERNAL",8.8
Acta Ecologica Sinica,ACTA ECOL SINICA,7.1,11.5,Q1,7.1,N/A,0,6435,ECOLOGY,4.7
Progress in Natural Science-Materials International,PROG NAT SCI-MATER,7.1,5.7,Q2,6.2,2.1,172,7716,"MATERIALS SCIENCE, MULTIDISCIPLINARY",4.8
Deutsches Arzteblatt International,DTSCH ARZTEBL INT,7.1,8.3,Q1,6.7,1.6,72,9533,"MEDICINE, GENERAL & INTERNAL",6.5
INTERNATIONAL JOURNAL OF FORECASTING,INT J FORECASTING,7.1,7.5,Q1,6.7,1.6,96,9948,ECONOMICS|MANAGEMENT,6.9
INTERNATIONAL ENDODONTIC JOURNAL,INT ENDOD J,7.1,6.1,Q1,6.3,0.9,111,12667,"DENTISTRY, ORAL SURGERY & MEDICINE",5.4
INTERNATIONAL JOURNAL OF NURSING STUDIES,INT J NURS STUD,7.1,8.7,Q1,6.8,1.2,126,17539,NURSING,7.5
AGING CELL,AGING CELL,7.1,8.9,Q1,6.8,0.9,314,19020,CELL BIOLOGY|GERIATRICS & GERONTOLOGY,8
Environmental Technology & Innovation,ENVIRON TECHNOL INNO,7.1,7.1,Q1,6.9,1.6,472,19172,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES",6.7
AGE AND AGEING,AGE AGEING,7.1,8.8,Q1,6.7,1.5,232,20540,GERIATRICS & GERONTOLOGY,6
Clinical Journal of the American Society of Nephrology,CLIN J AM SOC NEPHRO,7.1,8.5,Q1,6.8,0.9,145,21246,UROLOGY & NEPHROLOGY,8.5
Blood Advances,BLOOD ADV,7.1,7.1,Q1,6.8,2.1,473,23013,HEMATOLOGY,7.4
NEUROPSYCHOPHARMACOLOGY,NEUROPSYCHOPHARMACOL,7.1,8.2,Q1,6.9,1.1,172,29247,NEUROSCIENCES|PHARMACOLOGY & PHARMACY|PSYCHIATRY,6.6
EUROPEAN JOURNAL OF CANCER,EUR J CANCER,7.1,7.5,Q1,6.9,1.4,304,38289,ONCOLOGY,7.6
ECONOMETRICA,ECONOMETRICA,7.1,8.3,Q1,7,1.2,55,43246,"ECONOMICS|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|SOCIAL SCIENCES, MATHEMATICAL METHODS|STATISTICS & PROBABILITY",6.6
Waste Management,WASTE MANAGE,7.1,8,Q1,6.7,1.9,494,52922,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES",7.1
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,IEEE T VEH TECHNOL,7.1,7.4,Q1,6.4,1.7,1665,65497,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS|TRANSPORTATION SCIENCE & TECHNOLOGY",6.1
ENERGY AND BUILDINGS,ENERG BUILDINGS,7.1,7.3,Q1,6.1,1.5,1082,68445,"CONSTRUCTION & BUILDING TECHNOLOGY|ENERGY & FUELS|ENGINEERING, CIVIL",6.6
COMPOSITE STRUCTURES,COMPOS STRUCT,7.1,6.8,Q1,6.5,1.5,762,80044,"MATERIALS SCIENCE, COMPOSITES|MECHANICS",6.3
Rock Mechanics Bulletin,ROCK MECH B,7,7,Q1,6.8,2.5,29,390,"ENGINEERING, GEOLOGICAL",NA
Asian Economic Policy Review,ASIAN ECON POLICY R,7,5.3,Q1,6.9,3.8,1,605,ECONOMICS,4.5
Journal of Analysis and Testing,J ANAL TEST,7,4.8,Q1,6.4,1,40,1213,"CHEMISTRY, ANALYTICAL",5.5
Information Technology & Tourism,INF TECHNOL TOUR,7,8.4,Q1,6.6,0.5,15,1520,"HOSPITALITY, LEISURE, SPORT & TOURISM",6.3
Econometrics Journal,ECONOMET J,7,4.6,Q1,6.9,0.9,21,2274,"ECONOMICS|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|SOCIAL SCIENCES, MATHEMATICAL METHODS|STATISTICS & PROBABILITY",2.9
Journal of Tissue Engineering,J TISSUE ENG,7,6.8,Q1,6.4,1.1,29,2644,CELL & TISSUE ENGINEERING,6.7
Composites Part C: Open Access,COMPOS PART C-OPEN,7,6.6,Q1,6.7,1.5,116,2819,"MATERIALS SCIENCE, COMPOSITES",5.3
Current Research in Food Science,CURR RES FOOD SCI,7,7.7,Q1,6.9,1.4,249,5285,FOOD SCIENCE & TECHNOLOGY,6.2
IEEE Transactions on Cognitive Communications and Networking,IEEE T COGN COMMUN,7,7.8,Q1,6.6,1.8,170,5479,TELECOMMUNICATIONS,7.4
JOURNAL OF MANAGEMENT IN ENGINEERING,J MANAGE ENG,7,7,Q1,5.6,1.7,100,6771,"ENGINEERING, CIVIL|ENGINEERING, INDUSTRIAL",5.3
JOURNAL OF ADVERTISING,J ADVERTISING,7,8.5,Q1,6.4,0.9,29,7234,BUSINESS|COMMUNICATION,5.4
Circulation-Cardiovascular Imaging,CIRC-CARDIOVASC IMAG,7,8.1,Q1,6.8,2,63,7805,"CARDIAC & CARDIOVASCULAR SYSTEMS|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",6.5
BUSINESS HORIZONS,BUS HORIZONS,7,10,Q1,6.7,4.9,53,8665,BUSINESS,5.8
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,CURR OPIN COLLOID IN,7,8.6,Q1,6.7,1,0,9016,"CHEMISTRY, PHYSICAL",7.9
JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,7,7.9,Q1,6.9,1.2,138,10484,IMMUNOLOGY,7.9
HABITAT INTERNATIONAL,HABITAT INT,7,7.5,Q1,6.1,1.6,176,12035,DEVELOPMENT STUDIES|ENVIRONMENTAL STUDIES|REGIONAL & URBAN PLANNING|URBAN STUDIES,6.5
CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,7,6.5,Q1,6.8,1.8,131,12835,BIOCHEMISTRY & MOLECULAR BIOLOGY,6.1
CURRENT OPINION IN STRUCTURAL BIOLOGY,CURR OPIN STRUC BIOL,7,6.5,Q2,6.8,1.8,131,12835,CELL BIOLOGY,6.1
Cell Death Discovery,CELL DEATH DISCOV,7,7.1,Q1,7,1.8,379,13226,CELL BIOLOGY,6.1
Journal of Travel Research,J TRAVEL RES,7,9.8,Q1,6.1,1.3,109,13938,"HOSPITALITY, LEISURE, SPORT & TOURISM",8
Landslides,LANDSLIDES,7,7.5,Q1,6.1,1.4,222,14891,"ENGINEERING, GEOLOGICAL|GEOSCIENCES, MULTIDISCIPLINARY",5.8
CURRENT OPINION IN BIOTECHNOLOGY,CURR OPIN BIOTECH,7,8.3,Q1,6.8,1.8,0,18641,BIOCHEMICAL RESEARCH METHODS|BIOTECHNOLOGY & APPLIED MICROBIOLOGY,7.1
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,J ENVIRON PSYCHOL,7,8.7,Q1,6.2,1,209,20719,"ENVIRONMENTAL STUDIES|PSYCHOLOGY, MULTIDISCIPLINARY",6.1
Sustainable Energy Technologies and Assessments,SUSTAIN ENERGY TECHN,7,6.9,Q2,6.6,1.8,397,22088,ENERGY & FUELS|GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,7.1
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,J CHILD PSYCHOL PSYC,7,8.5,Q1,6.6,1,99,22546,"PSYCHIATRY|PSYCHOLOGY|PSYCHOLOGY, DEVELOPMENTAL",6.5
FERTILITY AND STERILITY,FERTIL STERIL,7,7.1,Q1,6.5,2.1,202,42032,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY,6.6
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,IEEE T AUTOMAT CONTR,7,7.2,Q1,6.4,2.2,839,66919,"AUTOMATION & CONTROL SYSTEMS|ENGINEERING, ELECTRICAL & ELECTRONIC",6.2
CHEMISTRY OF MATERIALS,CHEM MATER,7,8.1,Q1,6.7,1.5,968,113952,"CHEMISTRY, PHYSICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY",7.2
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,7,7,Q1,6.1,1.4,1434,138261,"MATERIALS SCIENCE, MULTIDISCIPLINARY|METALLURGY & METALLURGICAL ENGINEERING",6.1
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,7,7,Q2,6.1,1.4,1434,138261,NANOSCIENCE & NANOTECHNOLOGY,6.1
Intelligent Medicine,INTEL MED,6.9,6.1,Q1,6.6,1.7,21,448,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|MEDICAL INFORMATICS",4.4
Chemical Biology Letters,CHEM BIOL LETT,6.9,N/A,N/A,6.5,1,18,464,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CHEMISTRY, MEDICINAL",NA
ACS Polymers Au,ACS POLYM AU,6.9,6.4,Q1,6.8,1.6,39,720,POLYMER SCIENCE,4.7
International Journal for Educational Integrity,INT J EDUC INTEGR,6.9,5.8,Q1,6.6,1.6,22,790,EDUCATION & EDUCATIONAL RESEARCH,3.8
Emerging Contaminants,EMERG CONTAM,6.9,N/A,N/A,6.7,2.4,88,1659,ENVIRONMENTAL SCIENCES,5.3
Food Frontiers,FOOD FRONTIERS,6.9,8.6,Q1,6.5,0.8,155,2374,FOOD SCIENCE & TECHNOLOGY,7.4
Journal of Hospitality and Tourism Technology,J HOSP TOUR TECHNOL,6.9,6.9,Q1,5.6,1.6,64,2449,"HOSPITALITY, LEISURE, SPORT & TOURISM",5.3
Plant Stress,PLANT STRESS,6.9,7,Q1,6.3,1.8,310,2860,PLANT SCIENCES,6.8
BIODRUGS,BIODRUGS,6.9,6,Q1,6.7,2.2,29,3460,IMMUNOLOGY|ONCOLOGY|PHARMACOLOGY & PHARMACY,5.4
GIScience & Remote Sensing,GISCI REMOTE SENS,6.9,7.3,Q1,6.6,1.8,103,4457,"GEOGRAPHY, PHYSICAL|REMOTE SENSING",6
Weather and Climate Extremes,WEATHER CLIM EXTREME,6.9,7.8,Q1,6.6,1,96,4736,METEOROLOGY & ATMOSPHERIC SCIENCES,6.1
International Journal of Bank Marketing,INT J BANK MARK,6.9,7.3,Q1,5.3,1.2,88,5294,BUSINESS,6.3
Transactions of the Association for Computational Linguistics,T ASSOC COMPUT LING,6.9,10.7,N/A,6.5,1.5,95,5662,LANGUAGE & LINGUISTICS,4.2
Transactions of the Association for Computational Linguistics,T ASSOC COMPUT LING,6.9,10.7,Q1,6.5,1.5,95,5662,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|LINGUISTICS",4.2
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,SCI TECHNOL ADV MAT,6.9,7.2,Q1,6.7,1.1,74,7073,"MATERIALS SCIENCE, MULTIDISCIPLINARY",7.4
Tourism Management Perspectives,TOUR MANAG PERSPECT,6.9,8.3,Q1,6.7,0.9,82,7562,"HOSPITALITY, LEISURE, SPORT & TOURISM|MANAGEMENT",7.3
Aging and Disease,AGING DIS,6.9,7.5,Q1,6.6,2.5,48,7616,GERIATRICS & GERONTOLOGY,7
Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,6.9,7.5,Q1,6.7,1.5,25,8639,"ELECTROCHEMISTRY|MATERIALS SCIENCE, MULTIDISCIPLINARY",7.9
Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,6.9,7.5,Q2,6.7,1.5,25,8639,"CHEMISTRY, PHYSICAL",7.9
Neurotherapeutics,NEUROTHERAPEUTICS,6.9,7.1,Q1,6.8,1.8,106,9858,CLINICAL NEUROLOGY|NEUROSCIENCES|PHARMACOLOGY & PHARMACY,5.6
Research in International Business and Finance,RES INT BUS FINANC,6.9,6.6,Q1,5.8,1.7,431,10182,"BUSINESS, FINANCE",6.3
Urban Climate,URBAN CLIM,6.9,7.1,Q1,6.3,1.3,450,12238,ENVIRONMENTAL SCIENCES|METEOROLOGY & ATMOSPHERIC SCIENCES,6
MICROBIOLOGICAL RESEARCH,MICROBIOL RES,6.9,7.2,Q1,6.6,1.5,330,12987,MICROBIOLOGY,6.1
Current Opinion in Psychology,CURR OPIN PSYCHOL,6.9,8.2,Q1,6.8,0.9,9,13537,"PSYCHOLOGY, MULTIDISCIPLINARY",6.3
INFORMATION PROCESSING & MANAGEMENT,INFORM PROCESS MANAG,6.9,7.4,Q1,5.8,1.2,361,13726,"COMPUTER SCIENCE, INFORMATION SYSTEMS|INFORMATION SCIENCE & LIBRARY SCIENCE",7.4
ANAESTHESIA,ANAESTHESIA,6.9,8,Q1,5.6,2.7,122,13979,ANESTHESIOLOGY,7.5
Applied Materials Today,APPL MATER TODAY,6.9,7.4,Q1,6.7,1.5,496,15637,"MATERIALS SCIENCE, MULTIDISCIPLINARY",7.2
ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,6.9,6.4,Q1,6.6,1.6,206,15815,TOXICOLOGY,4.8
Finance Research Letters,FINANC RES LETT,6.9,7.2,Q1,5.8,1.2,1611,28265,"BUSINESS, FINANCE",7.4
Scientific Data,SCI DATA,6.9,8.7,Q1,6.5,1,1405,38150,MULTIDISCIPLINARY SCIENCES,5.8
Tribology International,TRIBOL INT,6.9,6.7,Q1,5.6,2,1121,41638,"ENGINEERING, MECHANICAL",6.1
AMERICAN JOURNAL OF CLINICAL NUTRITION,AM J CLIN NUTR,6.9,7.1,Q1,6.6,2.3,262,52934,NUTRITION & DIETETICS,6.5
PLANT PHYSIOLOGY,PLANT PHYSIOL,6.9,7.7,Q1,6.5,1.9,463,95537,PLANT SCIENCES,6.5
Cell Reports,CELL REP,6.9,8.1,Q1,6.7,1.3,1338,101811,CELL BIOLOGY,7.5
APPLIED THERMAL ENGINEERING,APPL THERM ENG,6.9,6.6,Q1,5.6,1.7,2726,105603,"ENGINEERING, MECHANICAL|MECHANICS|THERMODYNAMICS",6.1
APPLIED THERMAL ENGINEERING,APPL THERM ENG,6.9,6.6,Q2,5.6,1.7,2726,105603,ENERGY & FUELS,6.1
APPLIED SURFACE SCIENCE,APPL SURF SCI,6.9,6.3,Q1,6.6,1.5,2618,193985,"MATERIALS SCIENCE, COATINGS & FILMS|PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER",6.3
APPLIED SURFACE SCIENCE,APPL SURF SCI,6.9,6.3,Q2,6.6,1.5,2618,193985,"CHEMISTRY, PHYSICAL",6.3
ACM Transactions on Quantum Computing,ACM T QUANTUM COMPUT,6.8,6.7,Q1,6.6,1.3,27,508,"COMPUTER SCIENCE, THEORY & METHODS|QUANTUM SCIENCE & TECHNOLOGY",3.7
Space-Science & Technology,SPACE-SCI TECH-CHINA,6.8,6.1,Q1,6.1,1,44,797,"ASTRONOMY & ASTROPHYSICS|ENGINEERING, AEROSPACE",NA
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,6.8,5.4,Q1,5.6,2.4,35,887,"GEOGRAPHY|GEOGRAPHY, PHYSICAL|REMOTE SENSING",5
Journal of Geovisualization and Spatial Analysis,J GEOVIS SPAT ANAL,6.8,5.4,Q2,5.6,2.4,35,887,ENVIRONMENTAL SCIENCES,5
Cleaner Logistics and Supply Chain,CLEAN LOGIST SUPPL C,6.8,6.9,Q1,6.4,1.1,60,942,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,6.9
Journal of Remote Sensing,J REMOTE SENS-PRC,6.8,9.6,Q1,6.4,1.8,40,1014,"ENVIRONMENTAL SCIENCES|GEOSCIENCES, MULTIDISCIPLINARY|IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY|REMOTE SENSING",8.8
General Psychiatry,GEN PSYCHIAT,6.8,6.4,Q1,6.2,2.2,42,1768,PSYCHIATRY,5.3
Autism in Adulthood,AUTISM ADULTHOOD,6.8,9.4,Q1,5.3,0.5,108,1924,"PSYCHOLOGY, DEVELOPMENTAL|REHABILITATION",9.5
Journal of Traffic and Transportation Engineering-English Edition,J TRAFFIC TRANSP ENG,6.8,7.7,Q1,6.2,0.8,33,3011,"ENGINEERING, CIVIL|TRANSPORTATION SCIENCE & TECHNOLOGY",7.4
NEW CARBON MATERIALS,NEW CARBON MATER,6.8,6.3,Q2,6.2,1.1,51,3375,"MATERIALS SCIENCE, MULTIDISCIPLINARY",6.5
Photoacoustics,PHOTOACOUSTICS,6.8,7.3,Q1,5.8,1.9,95,3616,"ENGINEERING, BIOMEDICAL|INSTRUMENTS & INSTRUMENTATION|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",7.1
Alzheimers & Dementia-Translational Research & Clinical Interventions,ALZH DEMENT-TRCI,6.8,6.1,Q1,6.7,1.3,71,3736,CLINICAL NEUROLOGY|NEUROSCIENCES,4.9
RHINOLOGY,RHINOLOGY,6.8,6.2,Q1,5.4,1.7,69,4095,OTORHINOLARYNGOLOGY,4.8
Electronic Markets,ELECTRON MARK,6.8,10,Q1,6,1.4,55,4285,BUSINESS|MANAGEMENT,7.1
Internet and Higher Education,INTERNET HIGH EDUC,6.8,8.1,Q1,6.5,1,21,4429,EDUCATION & EDUCATIONAL RESEARCH,6.4
Journal of Science-Advanced Materials and Devices,J SCI-ADV MATER DEV,6.8,7.7,Q1,6.6,1.7,116,4544,"MATERIALS SCIENCE, MULTIDISCIPLINARY|NANOSCIENCE & NANOTECHNOLOGY",6.7
Journal of Intellectual Capital,J INTELLECT CAP,6.8,8,Q1,5.4,1.3,61,4697,BUSINESS|MANAGEMENT,6.2
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,6.8,7.4,Q1,6.6,1.6,21,5022,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|ENGINEERING, CHEMICAL",8
International Forum of Allergy & Rhinology,INT FORUM ALLERGY RH,6.8,4.8,Q1,6,0.9,136,5834,OTORHINOLARYNGOLOGY,7.2
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,EUR J ANAESTH,6.8,4.6,Q1,6.4,2.4,83,5935,ANESTHESIOLOGY,4.2
Internet Research,INTERNET RES,6.8,8.2,Q1,6,0.7,113,7291,"BUSINESS|COMPUTER SCIENCE, INFORMATION SYSTEMS|TELECOMMUNICATIONS",5.9
Clinical and Translational Medicine,CLIN TRANSL MED,6.8,8,Q1,6.6,1.2,280,9628,"MEDICINE, RESEARCH & EXPERIMENTAL|ONCOLOGY",7.9
METABOLIC ENGINEERING,METAB ENG,6.8,7.8,Q1,6.3,1.3,127,11265,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,6.8
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,EUR J VASC ENDOVASC,6.8,6.5,Q1,5.2,4.2,118,13626,PERIPHERAL VASCULAR DISEASE|SURGERY,5.7
DECISION SUPPORT SYSTEMS,DECIS SUPPORT SYST,6.8,8.2,Q1,5.8,1.3,150,14639,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INFORMATION SYSTEMS|OPERATIONS RESEARCH & MANAGEMENT SCIENCE",6.7
JOURNAL OF ACCOUNTING & ECONOMICS,J ACCOUNT ECON,6.8,9.3,Q1,6.5,2.4,51,16521,"BUSINESS, FINANCE|ECONOMICS",5.4
Innovative Food Science & Emerging Technologies,INNOV FOOD SCI EMERG,6.8,7.6,Q1,6.5,1.3,277,18019,FOOD SCIENCE & TECHNOLOGY,6.3
JOURNAL OF ORGANIZATIONAL BEHAVIOR,J ORGAN BEHAV,6.8,10.1,Q1,6.5,1.1,68,19524,"BUSINESS|MANAGEMENT|PSYCHOLOGY, APPLIED",6.2
IEEE Journal of Biomedical and Health Informatics,IEEE J BIOMED HEALTH,6.8,7,Q1,6.3,1.9,659,20045,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|MATHEMATICAL & COMPUTATIONAL BIOLOGY|MEDICAL INFORMATICS",6.7
REVIEW OF ECONOMICS AND STATISTICS,REV ECON STAT,6.8,7.8,Q1,6.7,3.4,113,21497,"ECONOMICS|SOCIAL SCIENCES, MATHEMATICAL METHODS",7.6
JOURNAL OF CLINICAL PERIODONTOLOGY,J CLIN PERIODONTOL,6.8,8.2,Q1,6.1,1.1,130,21829,"DENTISTRY, ORAL SURGERY & MEDICINE",5.8
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,TRANSPORT RES A-POL,6.8,7.8,Q1,6.1,1.1,308,24017,ECONOMICS|TRANSPORTATION|TRANSPORTATION SCIENCE & TECHNOLOGY,6.3
POSTHARVEST BIOLOGY AND TECHNOLOGY,POSTHARVEST BIOL TEC,6.8,7.5,Q1,5.4,1.4,505,25735,AGRONOMY|FOOD SCIENCE & TECHNOLOGY|HORTICULTURE,6.4
Alexandria Engineering Journal,ALEX ENG J,6.8,6.1,Q1,6.5,1.3,1183,25790,"ENGINEERING, MULTIDISCIPLINARY",6.2
SOIL & TILLAGE RESEARCH,SOIL TILL RES,6.8,7.8,Q1,6.3,1.3,349,26189,SOIL SCIENCE,6.1
International Journal of Fatigue,INT J FATIGUE,6.8,6.5,Q1,5.8,1.5,537,34186,"ENGINEERING, MECHANICAL|MATERIALS SCIENCE, MULTIDISCIPLINARY",5.7
Journal of Manufacturing Processes,J MANUF PROCESS,6.8,7,Q1,6,1.6,1054,34892,"ENGINEERING, MANUFACTURING",6.1
JOURNAL OF UROLOGY,J UROLOGY,6.8,6.3,Q1,6.5,5,149,41598,UROLOGY & NEPHROLOGY,5.9
BRITISH JOURNAL OF CANCER,BRIT J CANCER,6.8,8.6,Q1,6.7,1.4,302,49627,ONCOLOGY,6.4
INFORMATION SCIENCES,INFORM SCIENCES,6.8,6.6,Q1,5.8,1.2,1409,61859,"COMPUTER SCIENCE, INFORMATION SYSTEMS",NA
JOURNAL OF MEDICINAL CHEMISTRY,J MED CHEM,6.8,7.2,Q1,6,1.6,1110,94448,"CHEMISTRY, MEDICINAL",6.8
International Journal of Hydromechatronics,INT J HYDROMECHATRON,6.7,3.3,Q2,6.3,0.6,21,394,"ENGINEERING, MECHANICAL",5.3
American Economic Review-Insights,AM ECON REV INSIGHTS,6.7,8.9,Q1,6.7,0.9,34,1400,ECONOMICS,8.1
International Review of Sport and Exercise Psychology,INT REV SPORT EXER P,6.7,8.4,Q1,6.6,0.4,20,2575,"HOSPITALITY, LEISURE, SPORT & TOURISM|PSYCHOLOGY, APPLIED",6.4
ALLERGOLOGY INTERNATIONAL,ALLERGOL INT,6.7,6.9,Q1,6.5,2.4,48,3764,ALLERGY|IMMUNOLOGY,6.2
IEEE Transactions on Green Communications and Networking,IEEE T GREEN COMMUN,6.7,5.4,Q1,6.4,1.3,147,4291,TELECOMMUNICATIONS,5.3
ACS ES&T Engineering,ACS EST ENG,6.7,7.3,Q1,6.3,1.3,258,4601,"ENGINEERING, ENVIRONMENTAL",7.4
United European Gastroenterology Journal,UNITED EUR GASTROENT,6.7,5.8,Q1,6.1,1.5,105,4930,GASTROENTEROLOGY & HEPATOLOGY,5.8
ACTA MATHEMATICA,ACTA MATH-DJURSHOLM,6.7,5.9,Q1,6.7,0.7,9,5285,MATHEMATICS,4.9
