Journal name,JCR Abbreviation,2023 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
European Review of Aging and Physical Activity,EUR REV AGING PHYS A,3.7,4.7,Q2,3.7,0.7,16,977,GERIATRICS & GERONTOLOGY
CRISPR Journal,CRISPR J,3.7,4.2,Q1,3.6,0.8,36,1096,GENETICS & HEREDITY
Studies in Second Language Learning and Teaching,STUD SECOND LANG LE,3.7,4.7,Q1,3.5,0.6,29,1192,LINGUISTICS
Water Science and Engineering,WATER SCI ENG,3.7,3.4,Q2,3.4,1.9,42,1246,WATER RESOURCES
BIOLOGICAL PROCEDURES ONLINE,BIOL PROCED ONLINE,3.7,4.6,Q1,3.7,0.8,29,1279,BIOCHEMICAL RESEARCH METHODS
European Radiology Experimental,EUR RADIOL EXP,3.7,5.1,Q1,3.6,0.6,74,1317,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
Plants People Planet,PLANTS PEOPLE PLANET,3.7,4.9,Q1,3.2,0.6,89,1335,BIODIVERSITY CONSERVATION|ECOLOGY|PLANT SCIENCES
JAC-Antimicrobial Resistance,JAC-ANTIMICROB RESIS,3.7,3.9,Q2,3.5,0.4,135,1419,INFECTIOUS DISEASES|MICROBIOLOGY|PHARMACOLOGY & PHARMACY
Journal of Cloud Computing-Advances Systems and Applications,J CLOUD COMPUT-ADV S,3.7,3.8,Q2,3.5,0.9,165,1420,"COMPUTER SCIENCE, INFORMATION SYSTEMS"
IEEE Journal of Translational Engineering in Health and Medicine,IEEE J TRANSL ENG HE,3.7,3.7,Q2,3.6,0.7,55,1423,"ENGINEERING, BIOMEDICAL"
International Journal of Automation and Computing,INT J AUTOM COMPUT,3.7,3.1,Q2,3.7,N/A,0,1433,"AUTOMATION & CONTROL SYSTEMS|COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
Addiction Science & Clinical Practice,ADDICT SCI CLIN PRAC,3.7,4.2,Q1,3.5,0.6,64,1443,SUBSTANCE ABUSE
Lupus Science & Medicine,LUPUS SCI MED,3.7,3.5,Q2,3.4,0.5,87,1539,RHEUMATOLOGY
Anaesthesia Critical Care & Pain Medicine,ANAESTH CRIT CARE PA,3.7,3.9,Q1,3.5,1.8,45,1689,ANESTHESIOLOGY|CRITICAL CARE MEDICINE
Big Data and Cognitive Computing,BIG DATA COGN COMPUT,3.7,N/A,N/A,3.4,1.9,160,1692,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, THEORY & METHODS"
JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,J ENG TECHNOL MANAGE,3.7,4.7,Q2,3.4,0.4,36,1731,"BUSINESS|ENGINEERING, INDUSTRIAL|MANAGEMENT"
IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,3.7,3.4,Q2,3.6,2.9,64,1755,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE|ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Environmental Processes-An International Journal,ENVIRON PROCESS,3.7,3.4,Q3,3.5,1.4,53,1839,"ENGINEERING, ENVIRONMENTAL"
Asia-Pacific Journal of Ophthalmology,ASIA-PAC J OPHTHALMO,3.7,3.9,Q1,3.7,0.2,12,1858,OPHTHALMOLOGY
Advanced Photonics Research,ADV PHOTON RES,3.7,3.6,Q1,3.6,0.9,165,1865,OPTICS
Advanced Photonics Research,ADV PHOTON RES,3.7,3.6,Q2,3.6,0.9,165,1865,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
Journal of Macromarketing,J MACROMARKETING,3.7,3.6,Q2,2.9,0.5,47,1881,BUSINESS
Distance Education,DISTANCE EDUC,3.7,5.4,Q1,3.4,0.6,33,1917,EDUCATION & EDUCATIONAL RESEARCH
Brain Behavior & Immunity-Health,BRAIN BEHAV IMMUN-HL,3.7,N/A,N/A,3.6,0.9,110,1959,IMMUNOLOGY|NEUROSCIENCES|PSYCHIATRY
European Journal of Remote Sensing,EUR J REMOTE SENS,3.7,3.7,Q2,3.5,0.8,55,2003,REMOTE SENSING
Journal of Asthma and Allergy,J ASTHMA ALLERGY,3.7,3.8,Q2,3.6,0.5,87,2043,ALLERGY|IMMUNOLOGY|RESPIRATORY SYSTEM
Journal of Oral Microbiology,J ORAL MICROBIOL,3.7,4.7,Q2,3.6,1.5,50,2065,MICROBIOLOGY
IEEE INTERNET COMPUTING,IEEE INTERNET COMPUT,3.7,3.1,Q2,3.7,0.8,44,2074,"COMPUTER SCIENCE, SOFTWARE ENGINEERING"
PATTERN ANALYSIS AND APPLICATIONS,PATTERN ANAL APPL,3.7,2.7,Q3,3.6,0.4,84,2169,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
DISPLAYS,DISPLAYS,3.7,3.4,Q2,2.8,0.7,203,2270,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE|ENGINEERING, ELECTRICAL & ELECTRONIC|INSTRUMENTS & INSTRUMENTATION|OPTICS"
Electronic Commerce Research,ELECTRON COMMER RES,3.7,4,Q2,3.3,0.8,116,2272,BUSINESS|MANAGEMENT
Neuro-Oncology Advances,NEURO-ONCOL ADV,3.7,3.9,Q2,3.6,0.8,150,2279,CLINICAL NEUROLOGY|ONCOLOGY
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE T NANOBIOSCI,3.7,3,Q2,3.4,2.5,105,2300,BIOCHEMICAL RESEARCH METHODS
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE T NANOBIOSCI,3.7,3,Q3,3.4,2.5,105,2300,NANOSCIENCE & NANOTECHNOLOGY
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,3.7,4.2,N/A,3.5,0.7,23,2329,LANGUAGE & LINGUISTICS
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,3.7,4.2,Q1,3.5,0.7,23,2329,LINGUISTICS
COMPUTATIONAL LINGUISTICS,COMPUT LINGUIST,3.7,4.2,Q2,3.5,0.7,23,2329,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS"
IEEE Journal on Emerging and Selected Topics in Circuits and Systems,IEEE J EM SEL TOP C,3.7,4.6,Q1,3.6,1.8,95,2331,"ENGINEERING, ELECTRICAL & ELECTRONIC"
Current HIV/AIDS Reports,CURR HIV-AIDS REP,3.7,5.1,Q1,3.6,0.6,30,2345,INFECTIOUS DISEASES
Egyptian Journal of Remote Sensing and Space Sciences,EGYPT J REMOTE SENS,3.7,4.7,Q2,3.5,0.9,82,2347,ENVIRONMENTAL SCIENCES|REMOTE SENSING
European Journal of Ageing,EUR J AGEING,3.7,3.7,Q1,3.6,0.7,40,2446,GERONTOLOGY
Journal of Strategic Marketing,J STRATEG MARK,3.7,4.3,Q2,3.4,0.9,48,2560,BUSINESS
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,3.7,3.8,Q1,3.5,0.8,47,2566,PHYSIOLOGY
JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY,J PHYSIOL BIOCHEM,3.7,3.8,Q2,3.5,0.8,47,2566,BIOCHEMISTRY & MOLECULAR BIOLOGY
Journal of Breath Research,J BREATH RES,3.7,3.3,Q2,3.1,0.9,45,2576,BIOCHEMICAL RESEARCH METHODS|RESPIRATORY SYSTEM
Creativity and Innovation Management,CREAT INNOV MANAG,3.7,4.3,Q2,3.3,0.7,36,2667,MANAGEMENT
IEEE MICROWAVE MAGAZINE,IEEE MICROW MAG,3.7,3.5,Q2,3.4,1.1,109,2799,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Advanced Therapeutics,ADV THER-GERMANY,3.7,4.7,Q1,3.6,0.7,110,2818,PHARMACOLOGY & PHARMACY
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,3.7,3.8,Q1,3.2,1.3,108,2954,"MATHEMATICS, APPLIED"
Nonlinear Analysis-Hybrid Systems,NONLINEAR ANAL-HYBRI,3.7,3.8,Q2,3.2,1.3,108,2954,AUTOMATION & CONTROL SYSTEMS
INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING,INT J COMPUT INTEG M,3.7,4.2,Q2,3.2,0.7,107,2978,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|ENGINEERING, MANUFACTURING|OPERATIONS RESEARCH & MANAGEMENT SCIENCE"
Maritime Policy & Management,MARIT POLICY MANAG,3.7,4,Q2,3.3,0.9,53,3033,TRANSPORTATION
International Journal of Digital Earth,INT J DIGIT EARTH,3.7,3.9,Q1,3.4,0.9,212,3111,"GEOGRAPHY, PHYSICAL"
International Journal of Digital Earth,INT J DIGIT EARTH,3.7,3.9,Q2,3.4,0.9,212,3111,REMOTE SENSING
Sport Management Review,SPORT MANAG REV,3.7,5,Q1,3.5,0.3,27,3155,"HOSPITALITY, LEISURE, SPORT & TOURISM"
Sport Management Review,SPORT MANAG REV,3.7,5,Q2,3.5,0.3,27,3155,MANAGEMENT
Democratization,DEMOCRATIZATION,3.7,4.2,Q1,2.9,0.4,94,3263,POLITICAL SCIENCE
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,3.7,3.6,Q1,3.3,0.9,144,3274,"COMPUTER SCIENCE, SOFTWARE ENGINEERING"
JOURNAL OF SYSTEMS ARCHITECTURE,J SYST ARCHITECT,3.7,3.6,Q2,3.3,0.9,144,3274,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE"
Disability and Health Journal,DISABIL HEALTH J,3.7,3.7,Q1,3.5,0.6,76,3360,HEALTH POLICY & SERVICES|REHABILITATION
Disability and Health Journal,DISABIL HEALTH J,3.7,3.7,Q2,3.5,0.6,76,3360,"HEALTH CARE SCIENCES & SERVICES|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Kardiologia Polska,KARDIOL POL,3.7,3.9,Q1,2.7,1.6,60,3394,CARDIAC & CARDIOVASCULAR SYSTEMS
Annals of Hepatology,ANN HEPATOL,3.7,3.1,Q2,3.7,1.4,63,3577,GASTROENTEROLOGY & HEPATOLOGY
BUILDING RESEARCH AND INFORMATION,BUILD RES INF,3.7,4.1,Q1,3.4,0.7,65,3802,CONSTRUCTION & BUILDING TECHNOLOGY
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,REV INT POLIT ECON,3.7,5.2,Q1,3.2,0.9,74,3996,ECONOMICS|INTERNATIONAL RELATIONS|POLITICAL SCIENCE
Humanities & Social Sciences Communications,HUM SOC SCI COMMUN,3.7,3.7,N/A,3.4,0.7,878,4002,"HUMANITIES, MULTIDISCIPLINARY"
Humanities & Social Sciences Communications,HUM SOC SCI COMMUN,3.7,3.7,Q1,3.4,0.7,878,4002,"SOCIAL SCIENCES, INTERDISCIPLINARY"
QUARTERLY REVIEW OF BIOLOGY,Q REV BIOL,3.7,5.9,Q1,3.7,0.8,0,4087,BIOLOGY
INTERNATIONAL REVIEW OF PSYCHIATRY,INT REV PSYCHIATR,3.7,4.7,Q1,3.6,0.1,60,4118,PSYCHIATRY
EUROPEAN JOURNAL OF SOIL BIOLOGY,EUR J SOIL BIOL,3.7,3.7,Q2,3.6,0.7,74,4309,ECOLOGY|SOIL SCIENCE
JOURNAL OF EPIDEMIOLOGY,J EPIDEMIOL,3.7,3.5,Q2,3.5,0.8,92,4342,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
JOURNAL OF AGRONOMY AND CROP SCIENCE,J AGRON CROP SCI,3.7,4,Q1,3.4,0.7,50,4423,AGRONOMY
BMJ Open Diabetes Research & Care,BMJ OPEN DIAB RES CA,3.7,4,Q2,3.7,0.6,85,4674,ENDOCRINOLOGY & METABOLISM
AUTONOMOUS ROBOTS,AUTON ROBOT,3.7,4.1,Q2,3.6,0.3,66,4682,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|ROBOTICS"
Chemosensors,CHEMOSENSORS,3.7,3.7,Q1,3.4,1.1,444,5166,INSTRUMENTS & INSTRUMENTATION
Chemosensors,CHEMOSENSORS,3.7,3.7,Q2,3.4,1.1,444,5166,"CHEMISTRY, ANALYTICAL|ELECTROCHEMISTRY"
Research in Social & Administrative Pharmacy,RES SOC ADMIN PHARM,3.7,3.3,Q2,3.5,1,115,5189,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Journal of Global Antimicrobial Resistance,J GLOB ANTIMICROB RE,3.7,3.8,Q2,3.5,0.6,159,5239,INFECTIOUS DISEASES|PHARMACOLOGY & PHARMACY
Clinical Implant Dentistry and Related Research,CLIN IMPLANT DENT R,3.7,4.6,Q1,3.3,0.6,96,5765,"DENTISTRY, ORAL SURGERY & MEDICINE"
Endocrine Practice,ENDOCR PRACT,3.7,3.6,Q2,3.6,1,88,5782,ENDOCRINOLOGY & METABOLISM
MOLECULES AND CELLS,MOL CELLS,3.7,4.1,Q2,3.2,1.9,55,5841,BIOCHEMISTRY & MOLECULAR BIOLOGY
MOLECULES AND CELLS,MOL CELLS,3.7,4.1,Q3,3.2,1.9,55,5841,CELL BIOLOGY
JOURNAL OF BUSINESS AND PSYCHOLOGY,J BUS PSYCHOL,3.7,6.4,Q1,3.6,0.6,52,5921,"BUSINESS|PSYCHOLOGY, APPLIED"
INTERACTIVE LEARNING ENVIRONMENTS,INTERACT LEARN ENVIR,3.7,4.5,Q1,3.4,1.8,221,6296,EDUCATION & EDUCATIONAL RESEARCH
CLINICAL AND EXPERIMENTAL DERMATOLOGY,CLIN EXP DERMATOL,3.7,3.4,Q2,3.4,0.9,175,6332,DERMATOLOGY
CELLULAR IMMUNOLOGY,CELL IMMUNOL,3.7,4.1,Q2,3.6,0.7,58,6372,IMMUNOLOGY
CELLULAR IMMUNOLOGY,CELL IMMUNOL,3.7,4.1,Q3,3.6,0.7,58,6372,CELL BIOLOGY
VETERINARY RESEARCH,VET RES,3.7,3.8,Q1,3.4,0.5,118,6653,VETERINARY SCIENCES
NEUROREHABILITATION AND NEURAL REPAIR,NEUROREHAB NEURAL RE,3.7,4.9,Q1,3.6,0.5,62,6733,CLINICAL NEUROLOGY|REHABILITATION
CYTOTHERAPY,CYTOTHERAPY,3.7,4.3,Q2,3.4,1.3,116,6945,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|CELL & TISSUE ENGINEERING|CELL BIOLOGY|HEMATOLOGY|MEDICINE, RESEARCH & EXPERIMENTAL"
CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,3.7,4.1,Q1,3.6,0.8,69,7082,GENETICS & HEREDITY
CURRENT OPINION IN GENETICS & DEVELOPMENT,CURR OPIN GENET DEV,3.7,4.1,Q3,3.6,0.8,69,7082,CELL BIOLOGY
ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,ARCH ENVIRON CON TOX,3.7,3.3,Q2,3.7,0.3,69,7277,ENVIRONMENTAL SCIENCES|TOXICOLOGY
WASTE MANAGEMENT & RESEARCH,WASTE MANAGE RES,3.7,4.2,Q2,3.5,1,90,7395,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
Dermatologic Therapy,DERMATOL THER,3.7,3.3,Q2,3.7,0.2,66,7546,DERMATOLOGY
JOURNAL OF SYSTEMS AND SOFTWARE,J SYST SOFTWARE,3.7,3.7,Q1,3.4,0.6,211,7641,"COMPUTER SCIENCE, SOFTWARE ENGINEERING|COMPUTER SCIENCE, THEORY & METHODS"
IUBMB LIFE,IUBMB LIFE,3.7,4.3,Q2,3.7,0.4,53,7729,BIOCHEMISTRY & MOLECULAR BIOLOGY|CELL BIOLOGY
JOURNAL OF SUBSTANCE ABUSE TREATMENT,J SUBST ABUSE TREAT,3.7,3.8,Q1,3.7,2.3,3,7751,"PSYCHOLOGY, CLINICAL|SUBSTANCE ABUSE"
mSphere,MSPHERE,3.7,4,Q2,3.7,0.7,235,7844,MICROBIOLOGY
Frontiers in Sustainable Food Systems,FRONT SUSTAIN FOOD S,3.7,4.6,Q2,3.4,0.5,730,8079,FOOD SCIENCE & TECHNOLOGY
JOURNAL OF KING SAUD UNIVERSITY SCIENCE,J KING SAUD UNIV SCI,3.7,3.6,Q1,3.6,0.7,419,8186,MULTIDISCIPLINARY SCIENCES
MOLECULAR GENETICS AND METABOLISM,MOL GENET METAB,3.7,3.9,Q2,3.2,0.9,107,8206,"ENDOCRINOLOGY & METABOLISM|GENETICS & HEREDITY|MEDICINE, RESEARCH & EXPERIMENTAL"
COMPUTATIONAL MECHANICS,COMPUT MECH,3.7,3.9,Q1,3.4,1.1,160,8232,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|MECHANICS"
Journal of Nursing Management,J NURS MANAGE,3.7,4.5,Q1,3.5,0.2,86,8262,NURSING
Journal of Nursing Management,J NURS MANAGE,3.7,4.5,Q2,3.5,0.2,86,8262,MANAGEMENT
INTERNATIONAL JOURNAL FOR PARASITOLOGY,INT J PARASITOL,3.7,3.5,Q1,3.5,1.1,66,8713,PARASITOLOGY
Journal of Central South University,J CENT SOUTH UNIV,3.7,3.1,Q1,3.2,0.8,282,9015,METALLURGY & METALLURGICAL ENGINEERING
EUROPEAN JOURNAL OF PUBLIC HEALTH,EUR J PUBLIC HEALTH,3.7,3.9,Q1,3.6,0.4,178,9048,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,3.7,4.6,Q1,3.5,0.6,187,9217,"COMPUTER SCIENCE, INFORMATION SYSTEMS|HEALTH CARE SCIENCES & SERVICES"
INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS,INT J MED INFORM,3.7,4.6,Q2,3.5,0.6,187,9217,MEDICAL INFORMATICS
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,3.7,4.8,Q1,3.3,0.5,207,9395,EDUCATION & EDUCATIONAL RESEARCH
EUROPEAN JOURNAL OF MARKETING,EUR J MARKETING,3.7,5.5,Q2,3.4,0.9,107,9519,BUSINESS
PSYCHOLOGY AND AGING,PSYCHOL AGING,3.7,3.7,Q1,3.2,1,61,9648,GERONTOLOGY
PSYCHOLOGY AND AGING,PSYCHOL AGING,3.7,3.7,Q2,3.2,1,61,9648,"PSYCHOLOGY, DEVELOPMENTAL"
JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,J FINANC QUANT ANAL,3.7,4.7,Q1,3.5,0.4,121,9941,"BUSINESS, FINANCE|ECONOMICS"
Chinese Journal of Chemical Engineering,CHINESE J CHEM ENG,3.7,3.5,Q2,3.6,1.3,374,10001,"ENGINEERING, CHEMICAL"
REPRODUCTION,REPRODUCTION,3.7,4,Q1,3.6,1,89,10249,DEVELOPMENTAL BIOLOGY|REPRODUCTIVE BIOLOGY
SUPERCONDUCTOR SCIENCE & TECHNOLOGY,SUPERCOND SCI TECH,3.7,3.5,Q2,2.8,0.8,223,10283,"PHYSICS, APPLIED|PHYSICS, CONDENSED MATTER"
REPRODUCTIVE BIOMEDICINE ONLINE,REPROD BIOMED ONLINE,3.7,4,Q1,3.5,0.9,196,10432,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
ACS Synthetic Biology,ACS SYNTH BIOL,3.7,4.2,Q1,3.3,0.7,329,10487,BIOCHEMICAL RESEARCH METHODS
EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,EUR J CLIN MICROBIOL,3.7,3.5,Q2,3.6,0.7,169,11096,INFECTIOUS DISEASES|MICROBIOLOGY
ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,ARCH PATHOL LAB MED,3.7,4.1,Q1,3.6,1.5,136,11117,MEDICAL LABORATORY TECHNOLOGY|PATHOLOGY
ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE,ARCH PATHOL LAB MED,3.7,4.1,Q2,3.6,1.5,136,11117,"MEDICINE, RESEARCH & EXPERIMENTAL"
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,3.7,3.7,Q1,3.4,0.7,185,11246,"INSTRUMENTS & INSTRUMENTATION|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|STATISTICS & PROBABILITY"
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,3.7,3.7,Q2,3.4,0.7,185,11246,"AUTOMATION & CONTROL SYSTEMS|CHEMISTRY, ANALYTICAL|COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
BIOLOGICAL CONTROL,BIOL CONTROL,3.7,4,Q1,3.3,0.8,191,11489,ENTOMOLOGY
BIOLOGICAL CONTROL,BIOL CONTROL,3.7,4,Q2,3.3,0.8,191,11489,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,3.7,4.1,Q1,3.2,1.5,145,11569,GENETICS & HEREDITY
EUROPEAN JOURNAL OF HUMAN GENETICS,EUR J HUM GENET,3.7,4.1,Q2,3.2,1.5,145,11569,BIOCHEMISTRY & MOLECULAR BIOLOGY
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,3.7,4.2,Q1,3.4,1,439,12080,"ENGINEERING, GEOLOGICAL|GEOSCIENCES, MULTIDISCIPLINARY"
Bulletin of Engineering Geology and the Environment,B ENG GEOL ENVIRON,3.7,4.2,Q2,3.4,1,439,12080,"ENGINEERING, ENVIRONMENTAL"
Journal of Geophysical Research-Biogeosciences,J GEOPHYS RES-BIOGEO,3.7,4.1,Q1,3.4,0.7,227,12661,"GEOSCIENCES, MULTIDISCIPLINARY"
Journal of Geophysical Research-Biogeosciences,J GEOPHYS RES-BIOGEO,3.7,4.1,Q2,3.4,0.7,227,12661,ENVIRONMENTAL SCIENCES
Biochemical Engineering Journal,BIOCHEM ENG J,3.7,3.5,Q2,3.5,0.9,293,12763,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY|ENGINEERING, CHEMICAL"
APPLIED ORGANOMETALLIC CHEMISTRY,APPL ORGANOMET CHEM,3.7,3.5,Q1,3.3,1.4,327,12955,"CHEMISTRY, INORGANIC & NUCLEAR"
APPLIED ORGANOMETALLIC CHEMISTRY,APPL ORGANOMET CHEM,3.7,3.5,Q2,3.3,1.4,327,12955,"CHEMISTRY, APPLIED"
JOURNAL OF YOUTH AND ADOLESCENCE,J YOUTH ADOLESCENCE,3.7,5.3,Q1,3.3,0.5,196,13112,"PSYCHOLOGY, DEVELOPMENTAL"
Journal of Neural Engineering,J NEURAL ENG,3.7,5,Q1,3.3,0.9,273,13115,NEUROSCIENCES
Journal of Neural Engineering,J NEURAL ENG,3.7,5,Q2,3.3,0.9,273,13115,"ENGINEERING, BIOMEDICAL"
CYTOKINE,CYTOKINE,3.7,3.5,Q2,3.6,0.6,222,13149,BIOCHEMISTRY & MOLECULAR BIOLOGY
CYTOKINE,CYTOKINE,3.7,3.5,Q3,3.6,0.6,222,13149,CELL BIOLOGY|IMMUNOLOGY
THROMBOSIS RESEARCH,THROMB RES,3.7,4.1,Q1,3.5,0.6,178,13200,PERIPHERAL VASCULAR DISEASE
THROMBOSIS RESEARCH,THROMB RES,3.7,4.1,Q2,3.5,0.6,178,13200,HEMATOLOGY
NEUROCHEMICAL RESEARCH,NEUROCHEM RES,3.7,3.8,Q2,3.6,0.8,170,13243,BIOCHEMISTRY & MOLECULAR BIOLOGY|NEUROSCIENCES
CHEMICAL RESEARCH IN TOXICOLOGY,CHEM RES TOXICOL,3.7,3.7,Q2,3.4,1,159,13297,"CHEMISTRY, MEDICINAL|CHEMISTRY, MULTIDISCIPLINARY|TOXICOLOGY"
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,J EXP PSYCHOL GEN,3.7,4.6,Q1,3.6,0.7,179,14645,"PSYCHOLOGY, EXPERIMENTAL"
JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,J GASTROEN HEPATOL,3.7,3.9,Q2,3.6,0.6,211,14730,GASTROENTEROLOGY & HEPATOLOGY
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,3.7,3.5,Q1,3.1,1.1,584,14797,"ENGINEERING, MULTIDISCIPLINARY|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS"
JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS,J FRANKLIN I,3.7,3.5,Q2,3.1,1.1,584,14797,"AUTOMATION & CONTROL SYSTEMS|ENGINEERING, ELECTRICAL & ELECTRONIC"
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,3.7,3.9,Q1,3.3,0.8,104,15748,PHYSIOLOGY|UROLOGY & NEPHROLOGY
ADDICTIVE BEHAVIORS,ADDICT BEHAV,3.7,3.8,Q1,3.4,0.7,230,16298,"PSYCHOLOGY, CLINICAL|SUBSTANCE ABUSE"
Microbiology Spectrum,MICROBIOL SPECTR,3.7,4.2,Q2,3.5,0.7,2142,16956,MICROBIOLOGY
Journal of the Royal Society Interface,J R SOC INTERFACE,3.7,4,Q1,3.6,0.9,206,17349,MULTIDISCIPLINARY SCIENCES
AMERICAN HEART JOURNAL,AM HEART J,3.7,3.6,Q2,3.6,0.8,171,17529,CARDIAC & CARDIOVASCULAR SYSTEMS
IEEE COMMUNICATIONS LETTERS,IEEE COMMUN LETT,3.7,3.5,Q2,3.4,0.7,680,17922,TELECOMMUNICATIONS
ARTHRITIS CARE & RESEARCH,ARTHRIT CARE RES,3.7,4.2,Q1,3.5,1.3,174,18202,RHEUMATOLOGY
BJU INTERNATIONAL,BJU INT,3.7,4.5,Q1,3.5,1.1,130,18351,UROLOGY & NEPHROLOGY
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEM BIOMAR,3.7,4.2,Q1,3.6,1,184,18822,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,CANCER EPIDEM BIOMAR,3.7,4.2,Q2,3.6,1,184,18822,ONCOLOGY
CHEMICAL ENGINEERING RESEARCH & DESIGN,CHEM ENG RES DES,3.7,3.5,Q2,3.4,1,650,18888,"ENGINEERING, CHEMICAL"
PROCESS BIOCHEMISTRY,PROCESS BIOCHEM,3.7,3.9,Q2,3.6,1,327,19329,"BIOCHEMISTRY & MOLECULAR BIOLOGY|BIOTECHNOLOGY & APPLIED MICROBIOLOGY|ENGINEERING, CHEMICAL"
CLINICAL NEUROPHYSIOLOGY,CLIN NEUROPHYSIOL,3.7,3.9,Q2,3.5,1,167,21112,CLINICAL NEUROLOGY|NEUROSCIENCES
Materials Today Communications,MATER TODAY COMMUN,3.7,3.8,Q2,3.5,1.1,2597,21719,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
JOURNAL OF PSYCHIATRIC RESEARCH,J PSYCHIATR RES,3.7,4.3,Q1,3.6,0.6,433,22201,PSYCHIATRY
IEEE Antennas and Wireless Propagation Letters,IEEE ANTENN WIREL PR,3.7,4.1,Q2,3.1,0.9,636,22623,"ENGINEERING, ELECTRICAL & ELECTRONIC|TELECOMMUNICATIONS"
Smart Materials and Structures,SMART MATER STRUCT,3.7,3.8,Q1,3.3,0.8,382,23133,INSTRUMENTS & INSTRUMENTATION
Smart Materials and Structures,SMART MATER STRUCT,3.7,3.8,Q2,3.3,0.8,382,23133,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
